L1	L2	L3	Other	Description	KO
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaJ, mxaJ protein"	K16254
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaG, cytochrome c-L"	K16255
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mdh2, mxaI, methanol dehydrogenase (cytochrome c) subunit 2 [EC:1.1.2.7]"	K14029
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaA, mxaA protein"	K16256
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaC, mxaC protein"	K16257
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaK, mxaK protein"	K16258
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaL, mxaL protein"	K16259
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mxaD, mxaD protein"	K16260
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.11.1.7, peroxidase [EC:1.11.1.7]"	K00430
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"katG, catalase-peroxidase [EC:1.11.1.21]"	K03782
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"PRDX6, peroxiredoxin 6, 1-Cys peroxiredoxin [EC:1.11.1.7 1.11.1.15 3.1.1.-]"	K11188
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"katE, CAT, catB, srpA, catalase [EC:1.11.1.6]"	K03781
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.1.1.244, methanol dehydrogenase [EC:1.1.1.244]"	K00093
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fdhA, glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]"	K00148
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"gfa, S-(hydroxymethyl)glutathione synthase [EC:4.4.1.22]"	K03396
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frmA, ADH5, adhC, S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"	K00121
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frmB, ESD, fghA, S-formylglutathione hydrolase [EC:3.1.2.12]"	K01070
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"FDH, formate dehydrogenase [EC:1.2.1.2]"	K00122
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.2A, formate dehydrogenase, alpha subunit [EC:1.2.1.2]"	K00123
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.2B1, formate dehydrogenase, beta subunit"	K00124
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.2B2, formate dehydrogenase, beta subunit [EC:1.2.1.2]"	K00125
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.2G, formate dehydrogenase, gamma subunit"	K00127
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.2D, fdsD, formate dehydrogenase, delta subunit [EC:1.2.1.2]"	K00126
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fdnG, formate dehydrogenase-N, alpha subunit [EC:1.2.1.2]"	K08348
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fdnH, formate dehydrogenase-N, beta subunit"	K08349
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fdnI, formate dehydrogenase-N, gamma subunit"	K08350
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.1.43A, fdhA, formate dehydrogenase alpha subunit [EC:1.2.1.43]"	K05299
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fdhB, formate dehydrogenase beta subunit [EC:1.2.1.43]"	K15022
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.12.1.2, hydrogen dehydrogenase [EC:1.12.1.2]"	K00436
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.12.7.2, ferredoxin hydrogenase [EC:1.12.7.2]"	K00532
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.12.7.2L, ferredoxin hydrogenase large subunit [EC:1.12.7.2]"	K00533
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.12.7.2S, ferredoxin hydrogenase small subunit [EC:1.12.7.2]"	K00534
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.12.7.2G, ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]"	K06441
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"cdhA, acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.99.2]"	K00192
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"cdhC, acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]"	K00193
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"cdhE, acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]"	K00197
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"cdhD, acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]"	K00194
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"cdhB, acetyl-CoA decarbonylase/synthase complex subunit epsilon"	K00195
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.2C, cooS, carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2]"	K00198
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.2F, cooF, carbon-monoxide dehydrogenase iron sulfur subunit"	K00196
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.2S, coxS, carbon-monoxide dehydrogenase small subunit [EC:1.2.99.2]"	K03518
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.2M, cutM, coxM, carbon-monoxide dehydrogenase medium subunit [EC:1.2.99.2]"	K03519
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.2L, cutL, coxL, carbon-monoxide dehydrogenase large subunit [EC:1.2.99.2]"	K03520
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"acsE, 5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase"	K15023
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"glyA, SHMT, glycine hydroxymethyltransferase [EC:2.1.2.1]"	K00600
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"AGXT, alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]"	K00830
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hprA, glycerate dehydrogenase [EC:1.1.1.29]"	K00018
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"gk, glycerate 2-kinase [EC:2.7.1.165]"	K11529
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ENO, eno, enolase [EC:4.2.1.11]"	K01689
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ppc, phosphoenolpyruvate carboxylase [EC:4.1.1.31]"	K01595
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mdh, malate dehydrogenase [EC:1.1.1.37]"	K00024
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtkB, malate-CoA ligase subunit alpha [EC:6.2.1.9]"	K08692
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtkA, malate-CoA ligase subunit beta [EC:6.2.1.9]"	K14067
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcl, malyl-CoA lyase [EC:4.1.3.24]"	K08691
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.5.1.20, metF, methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"	K00297
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E4.1.2.9, phosphoketolase [EC:4.1.2.9]"	K01621
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E2.7.1.29, DAK1, DAK2, dihydroxyacetone kinase [EC:2.7.1.29]"	K00863
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ALDO, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K01623
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fbaB, fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K11645
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"FBA, fbaA, fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	K01624
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K01622, fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"	K01622
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K16305, fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]"	K16305
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K16306, fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"	K16306
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"FBP, fbp, fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	K03841
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"glpX, fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	K02446
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"glpX-SEBP, fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"	K11532
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fbp3, fructose-1,6-bisphosphatase III [EC:3.1.3.11]"	K04041
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"PFK, pfk, 6-phosphofructokinase [EC:2.7.1.11]"	K00850
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hxlB, 6-phospho-3-hexuloisomerase [EC:5.3.1.27]"	K08094
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hxlA, 3-hexulose-6-phosphate synthase [EC:4.1.2.43]"	K08093
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fae-hps, bifunctional enzyme Fae/Hps [EC:4.3.-.- 4.1.2.43]"	K13812
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hps-phi, 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]"	K13831
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.5.8.2, trimethylamine dehydrogenase [EC:1.5.8.2]"	K00317
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.14.13.8, dimethylaniline monooxygenase (N-oxide forming) [EC:1.14.13.8]"	K00485
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mauA, methylamine dehydrogenase light chain [EC:1.4.9.1]"	K15228
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mauB, methylamine dehydrogenase heavy chain [EC:1.4.9.1]"	K15229
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"qhpA, quinohemoprotein amine dehydrogenase [EC:1.4.9.1]"	K08685
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5A, fwdA, fmdA, formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]"	K00200
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5B, fwdB, fmdB, formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5]"	K00201
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5C, fwdC, fmdC, formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]"	K00202
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5D, fwdD, fmdD, formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]"	K00203
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5H, fwdH, formylmethanofuran dehydrogenase subunit H [EC:1.2.99.5]"	K00204
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5F, fwdF, fmdF, formylmethanofuran dehydrogenase subunit F [EC:1.2.99.5]"	K00205
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5G, fwdG, formylmethanofuran dehydrogenase subunit G [EC:1.2.99.5]"	K11260
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.2.99.5E, fmdE, formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]"	K11261
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E2.3.1.101, ftr, formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]"	K00672
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mch, methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]"	K01499
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtd, methylenetetrahydromethanopterin dehydrogenase [EC:1.5.99.9]"	K00319
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frhA, coenzyme F420 hydrogenase alpha subunit [EC:1.12.98.1]"	K00440
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frhB, coenzyme F420 hydrogenase beta subunit [EC:1.12.98.1]"	K00441
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frhD, coenzyme F420 hydrogenase delta subunit"	K00442
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"frhG, coenzyme F420 hydrogenase gamma subunit [EC:1.12.98.1]"	K00443
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtdB, methylene-tetrahydromethanopterin dehydrogenase [EC:1.5.1.-]"	K10714
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hmd, 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]"	K13942
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"fae, formaldehyde-activating enzyme [EC:4.3.-.-]"	K10713
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mer, coenzyme F420-dependent N5,N10-methenyltetrahydromethanopterin reductase [EC:1.5.99.11]"	K00320
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E2.1.1.86A, mtrA, tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]"	K00577
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E2.1.1.86B, mtrB, tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]"	K00578
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrC, tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]"	K00579
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrD, tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]"	K00580
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrE, tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]"	K00581
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrF, tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]"	K00582
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrG, tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]"	K00583
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtrH, tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]"	K00584
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcrA, methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]"	K00399
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K00400, methyl coenzyme M reductase system, component A2"	K00400
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcrB, methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]"	K00401
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcrG, methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]"	K00402
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcrC, methyl-coenzyme M reductase subunit C"	K03421
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mcrD, methyl-coenzyme M reductase subunit D"	K03422
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hdrA, heterodisulfide reductase subunit A [EC:1.8.98.1]"	K03388
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hdrB, heterodisulfide reductase subunit B [EC:1.8.98.1]"	K03389
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hdrC, heterodisulfide reductase subunit C [EC:1.8.98.1]"	K03390
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hdrD, heterodisulfide reductase subunit D [EC:1.8.98.1]"	K08264
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"hdrE, heterodisulfide reductase subunit E [EC:1.8.98.1]"	K08265
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ackA, acetate kinase [EC:2.7.2.1]"	K00925
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E2.3.1.8, pta, phosphate acetyltransferase [EC:2.3.1.8]"	K00625
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"pta, phosphate acetyltransferase [EC:2.3.1.8]"	K13788
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"CODH-ACSA, carbon monoxide dehydrogenase / acetyl-CoA synthase subunit alpha [EC:1.2.7.4 1.2.99.2 2.3.1.169]"	K14138
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"CODH-ACSB, carbon monoxide dehydrogenase / acetyl-CoA synthase subunit beta [EC:1.2.7.4 1.2.99.2 2.3.1.169]"	K00190
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E4.4.1.19, comA, phosphosulfolactate synthase [EC:4.4.1.19]"	K08097
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E3.1.3.71, comB, 2-phosphosulfolactate phosphatase [EC:3.1.3.71]"	K05979
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"E1.1.1.272, (R)-2-hydroxyacid dehydrogenase [EC:1.1.1.272]"	K05884
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K06034, comD, sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]"	K06034
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"K13039, comE, sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]"	K13039
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ACSS, acs, acetyl-CoA synthetase [EC:6.2.1.1]"	K01895
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"porA, pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]"	K00169
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"porB, pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]"	K00170
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"porD, pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]"	K00171
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"porG, pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]"	K00172
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"pps, ppsA, pyruvate, water dikinase [EC:2.7.9.2]"	K01007
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"gpmA, PGAM, 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.1]"	K01834
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"gpmI, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.1]"	K15633
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"gpmB, probable phosphoglycerate mutase [EC:5.4.2.1]"	K15634
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"apgM, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.1]"	K15635
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"serA, PHGDH, D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]"	K00058
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"serC, PSAT1, phosphoserine aminotransferase [EC:2.6.1.52]"	K00831
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"serB, PSPH, phosphoserine phosphatase [EC:3.1.3.3]"	K01079
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"thrH, phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]"	K02203
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtaA, [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]"	K14080
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtaB, methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]"	K04480
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtaC, methanol corrinoid protein"	K14081
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtbA, [methyl-Co(III) methylamine-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.247]"	K14082
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mttB, trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]"	K14083
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mttC, trimethylamine corrinoid protein"	K14084
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtmB, methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248]"	K16176
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtmC, monomethylamine corrinoid protein"	K16177
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtbB, dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249]"	K16178
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"mtbC, dimethylamine corrinoid protein"	K16179
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"nhaA, Na+:H+ antiporter, NhaA family"	K03313
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"nhaB, Na+:H+ antiporter, NhaB family"	K03314
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"nhaC, Na+:H+ antiporter, NhaC family"	K03315
Metabolism	Energy Metabolism	Methane metabolism	ko00680	"ATPVA, ntpA, V-type H+-transporting ATPase subunit A [EC:3.6.3.14]"	K02117
